id,data,feat_C_is_measurable,feat_E_has_commitment_verb,feat_A_is_historical,feat_A_is_historical_analysis,feat_B_is_risk_disclosure,feat_B_is_risk_disclosure_analysis,feat_D_has_hedging_words,feat_D_has_hedging_words_analysis
11007,"本集團全數推出之金融商品或服務,從設計規劃、宣傳、行銷、履約、服務諮詢、客訴處理與金融消費爭議等過程,皆衡量客戶需求,以公平合理之方式對待客戶,除遵循金融消費者保護法及業務別訂定之法規外,亦須經內部審議,以確定商品無不當內容、不實陳述、誤導消費者或違反相關法令及自律規範等情事。如該商品上架前需報請主管機關核准,仍需以金融商品實際銷售情形、消費者之反應及相關法令,適時檢視商品內容是否仍屬恰當。本集團與客戶訂立提供金融商品或服務之契約前,秉持公平合理、平等互惠及誠信原則,充分說明該金融商品、服務及契約之重要內容,並揭露風險。",0,0,1,Step 1: 核心動作是過程涵蓋的設計、規劃、審議及客戶對待。Step 2: 描述現行制度與管理常態，這些都是正在實施的措施。Step 3: 沒有未來目標，主要講述現行運作。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本的核心主詞是公司自身的行動，描述的是金融商品及服務的各項流程與遵循的原則。Step 2: 涉及的是公司如何對待客戶與遵循法規的措施，並不是未來情境造成的財務衝擊。Step 3: 這段陳述只揭露了公司的政策和流程，沒有外部氣候、自然或市場情境帶來的曝險或衝擊。Step 4: 整體判定為主動政策與承諾揭露，故判定為 0。,0,"Step 1: 文中有""適時檢視""，但不具備全面的逃脫條件。Step 2: 提及內部審議、遵循法規及主管機關核准等要素。Step 3: 主要進程依循法定程序可查證。Step 4: 大部分內容以確定法規和程序為主，屬於可驗證。"
11008,"本公司及子公司對所有正式員工進行績效考核,經營主管定期於每年年底評核,其餘員工則每月定期工作評核,年底彙總成績作為年終考績參考,確保考核客觀性。2024 年本公司與各子公司性別、職級員工定期評核比例為 100%,與過往相比相當。",1,0,1,Step 1: 時間錨點為每年年底、每月與2024年，核心動作為進行定期績效考核。Step 2: 定期績效考核是目前在進行的常態性管理，且2024年的評核比例是已揭露的事實。Step 3: 沒有未來承諾或目標作為核心。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司員工的績效考核流程。Step 2: 數字描述的是公司員工評核比例而不是未來情境衝擊或損失。Step 3: 這是單純的內部流程與數據揭露，與外部風險無關。Step 4: 判定為 0。,0,Step 1: 文中無軟詞或條件式。Step 2: 有2024年、性別、職級、評核比例100%的具體數據。Step 3: 評核比例與過往比較可查證。Step 4: 沒有軟詞需要覆蓋，判定為 0。
11009,"第二十屆(2024 年)某公司董事會由十二席董事組成,包含四席具本公司員工身分之董事(執行董事)、三席不具本公司員工身分之董事(非執行董事)及五席獨立董事,任期三年。本公司董事長兼任執行長,除能有效將董事會擘劃之本公司發展藍圖落實到規劃執行面,亦考量公司之營運規模及為提升整體經營效率,本公司另設有總經理職位,執行長與總經理二者職權劃分不同。",1,1,1,Step 1: 文本描述某年公司董事會結構及職位設置。Step 2: 核心是現行企業結構和角色分配，已在該年度成立。Step 3: 沒有未來目標，只是描述組織現狀。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司治理結構。Step 2: 文本描述的是董事會組成以及職位配置，屬於治理方面的一般資料揭露。Step 3: 這是單純的治理結構資料，不涉及風險衝擊。Step 4: 判定為 0。,0,Step 1: 文中不含公關軟詞或條件式逃脫。Step 2: 內容包含2024年、董事組成數量及結構、任期三年等具體資訊。Step 3: 這些資訊可被第三方查證。Step 4: 文中不需要過度判定為1，故判定為0。
11010,"官網中設有「聯絡我們」,提供文字表單填寫申請委託代標法拍屋、洽詢都更危老重建等業務。設有 LINE 官方帳號「華南金資產 _ 都更及危老重建」,加入好友後可提供「一對一線上諮詢」服務,便利身心障礙人士以文字對談方式,諮詢都更危老業務問題。累計至 2024 年,華南金資產於都更及危老興建完工案件中,經檢核後符合無障礙設施設置規定之達成率為 100%。",1,0,1,Step 1: 時間錨點為累計至2024年，核心動作為都更及危老興建完工案件的達成率100%。Step 2: 這是已發生的成果。Step 3: 沒有未來目標或承諾。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司提供的服務和績效。Step 2: 描述的是公司提供的服務、溝通便利性，以及完成的績效達成率，沒有提到未來情境影響或損失。Step 3: 提供的數據是一般性績效統計，非風險披露。Step 4: 判定為 0。,0,Step 1: 文中充滿明確描述，沒有使用任何公關軟詞或條件式逃脫語句。Step 2: 提供了具體時間（累計至2024年）和可驗證的成果（達成率為100%）。Step 3: 核心主張為興建完工案件符合無障礙設施規定，這是可以被第三方查證的。Step 4: 文本中無軟詞，重點為具體成果，直接判為0。
11011,"為避免堆高機作業操作不慎導致意外事件發生,協力廠商中櫃公司定期完成操作人員教育訓練並公告周知,本公司貨櫃場人員亦加強巡視操作人員行為模式,尚無異常情況發生,後續將持續進行巡檢作業。 為提高堆高機操作人員作業安全,陽明同步要求協力廠商通知現場作業人員配戴安全帽、辦理教育訓練,並於堆高機張貼操作時須配戴安全帽警告標語;另於堆高機後側放置安全帽,要求操作人員於下車時務必配戴。 本公司訂有職業安全衛生管理計畫,執行定期檢查、重點檢查、作業檢點及現場巡視,並落實作業環境監測,提供員工安全衛生工作環境:",0,0,1,Step 1: 核心動作包括定期完成教育訓練、公告、巡視操作人員行為、要求配戴安全帽、訂有安全衛生管理計畫。時間錨點為目前的執行現狀。Step 2: 訓練與巡視已在進行中，而職業安全衛生管理計畫也是現行進行的。Step 3: 文本核心在於已執行與目前現狀，而非未來的轉變目標。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司及協力廠商的行動。Step 2: 描述的都是公司主動採取的安全措施和程序，沒有提到外部情境造成的潛在損失或衝擊。Step 3: 是針對作業安全的主動行動與計畫，不涉及純數據揭露或風險管理流程。Step 4: 判定為 0。,0,"Step 1: 文中提到""將持續進行""，但大多描述了具體措施和規範。Step 2: 有定期完成教育訓練、巡檢作業、配戴安全帽、職業安全衛生管理計畫、執行定期檢查等具體行動。Step 3: 描述的措施和計畫可以被第三方查證和評估。Step 4: 雖然有持續等詞，但核心有具體行動和計畫，屬於具體可驗證內容，判定為 0。"
11012,"某公司致力於建立安全的工作環境,鼓勵勞工在面對危險時採取必要行動,並確保其權益受到保護。透過這些措施,提昇職場安全文化,確保每位員工的健康與安全。勞工於執行職務發現有立即發生危險之虞時,停止正在進行的工作,避免進一步危險。在確保自身安全的前提下,立即向直屬主管報告,提供具體的危險描述及相關資訊。並依法不得對實施安全退避之勞工予以不利之處分。",0,1,1,Step 1: 核心動作為確保勞工安全與保護其權益，時間錨點為現行做法。Step 2: 這些措施如建立安全文化、鼓勵採取行動以及保護權益，皆屬於現行制度與常態性管理。Step 3: 沒有未來要達成的目標，只描述了現行的管理措施。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司建立安全工作環境之措施。Step 2: 描述的是公司主動投入資源提昇職場安全文化與措施，而非未來情境的損失或衝擊。Step 3: 這是公司安全政策與行動，而不是被動風險揭露。Step 4: 判定為 0。,0,Step 1: 包含致力於、鼓勵、提昇等軟詞，但具體措施詳細說明安全行動。Step 2: 文中描述了具體的行動，例如停止工作、報告危險並不得處分的規定。Step 3: 措施具體且可查證。Step 4: 雖有軟詞，但主要是描述具體可驗證的措施，判定為 0。
11013,"綜合正面與負面衝擊評估後,收斂至重大主題之結果分析,總共有10項關鍵主題,5項次要主題,3項其他主題。於重大主題分析流程中某公司參考利害關係人與外部專家建議,決議將關鍵主題之永續議題認列為本年度報告書中所需揭露之主題。重大主題正負面衝擊對照與收斂,詳見下頁圖表。",1,1,1,Step 1: 時間錨點是本年度報告書，且核心動作為將關鍵主題認列為需要揭露的內容。Step 2: 這是一個已經完成的結果分析，且重大主題已經在報告書中揭露。Step 3: 沒有未來的目標或承諾，只有對已完成工作的描述。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本主要描述公司內部的主題評估與揭露流程，沒有明確的外部情境或外部因素衝擊。Step 2: 雖有提到正面與負面衝擊，但沒有具體的未來情境衝擊或損失。Step 3: 描述的內容偏向公司如何進行主題評估與揭露，屬於一般治理和報告編製資料。Step 4: 根據分析，判定為 0。,0,Step 1: 文中主要敘述結果分析與決策過程，沒有明顯軟詞或條件式逃脫。Step 2: 提及總計分析主題數量、利害關係人與外部專家的參考，包含具體程序與資料來源提示。Step 3: 雖未提供具體揭露時間或結果，但其流程及主題分類顯示可透過報告內容及圖表查證。Step 4: 文本以程序和分類說明為主，無明顯逃避責任問題，應避免過度判為 1，故判定為 0。
11014,"提供安全健康的工作環境是我們對員工的基本承諾,除了提供多元福利措施,包括:健康檢查、專題講座,及健康促進活動外,亦致力推動職場運動風氣及支持全民運動,2024 年員工健康照護的支出為 7,310 萬元。",1,1,1,Step 1: 核心動作為推動職場運動風氣和支持全民運動，時間錨點為2024年的健康照護支出。Step 2: 強調了2024年已揭露的支出金額，顯示是既有措施的延續。Step 3: 沒有明確未來目標。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司對員工的承諾與行動。Step 2: 數字是公司在員工健康措施上的支出，不是未來情境衝擊。Step 3: 這是一般資料揭露與績效，不涉及風險或財務衝擊。Step 4: 判定為 0。,0,"Step 1: 文中出現支持全民運動、致力推動等軟詞。Step 2: 然而，句中有明確的2024年支出7,310萬元的數字。Step 3: 支出金額可以被查證。Step 4: 軟詞不是核心證據，有清晰可驗證的數據覆蓋，判定為 0。"
11015,"中租零卡分期自推動以來,深受社會新鮮人喜愛,為鼓勵無紙化繳款,節省不必要紙張浪費,會員可以透過APP進行繳款;2020年,推出行動APP供車輛分期舊戶能透過APP進行繳款,無需浪費紙張印出帳單。",1,0,1,Step 1: 時間錨點為自推動以來與2020年，核心動作為推出行動APP與鼓勵無紙化繳款。Step 2: 推出行動APP是已發生的事件，且APP繳款功能現狀已存在。Step 3: 沒有未來核心目標。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司主動行動與措施。Step 2: 動作是推動無紙化繳款與行動APP，目標是減少紙張浪費。Step 3: 此文本描述的是公司主動推出的措施和服務，而非風險情境或財務衝擊。Step 4: 判定為 0。,0,Step 1: 文本沒有明顯的公關軟詞或條件式逃脫。步驟1中使用了'推動'和'鼓勵'這些詞，但僅是描述行動。Step 2: 句中明確提到2020年推出行動APP，這是一個具體的行動。Step 3: 推出APP這個具體行動可以由第三方查證。Step 4: 軟詞非文本核心，故判定為 0。
11016,"子公司Chailease International Leasing Company Limited、Chailease International Trading Company Limited和仲利國際融資租賃已成立工會保障勞方權益,38%某公司員工參與工會,而39%某公司股員工受團體協約保障。入會的會員,其薪資、考績、獎懲、升遷或考核予其他勞動條件,不得因參加工會活動或擔任工會職務而有不公平之待遇。本次工會代表大會的成功召開將成為員工權益的制度保障。未來工會將圍繞員工成長、組織發展等深度賦能,助公司永續經營,為社會創造更大的價值。",1,0,1,Step 1: 句中的核心動作包括工會成立、員工參與、工會活動保障等現實情況，與未來的工會計畫。時間錨點涉及已成立的工會與未來的工會計畫。Step 2: 工會的成立和員工參與是已經發生的事實，未來的發展計劃是尚未達成的承諾。Step 3: 文本描述了已成立的情況以及未來目標，但核心重點似乎在於現有的工會和已參加的員工狀況。Step 4: 根據已完成的工會成立和參與判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司工會及員工參與情況。Step 2: 描述的是公司內部行動及已有機制保障員工權益，沒有提及未來情境造成的衝擊/曝險/損失。Step 3: 這是單純的治理事件和公司策略行動揭露。Step 4: 此文本為主動承諾和社會責任揭露，判定為 0。,0,Step 1: 包含未來將圍繞、深度賦能、創造更大價值等軟詞。Step 2: 前半段有具體數字38%、39%和工會成立的硬證據。Step 3: 工會成立與參與比例可被查證。Step 4: 前半段具體行動覆蓋後半部的軟詞，故判定為 0。
11017,"某公司依據客戶在硬體、軟體或韌體上的要求,客製化開發及設計產品,提供產品安全保護機制。TPM2.0(Trusted Platform Module, TPM) 係安全密碼處理器的國際標準,可降低駭客試圖捕獲敏感資料的密碼,和加密密鑰所帶來的風險。在韌體設計方面:Security Boot( 安全啟動 ) 確保裝置僅被信任的軟體啟動,進而避免遭到未經授權的竄改或惡意操控。",0,0,1,Step 1: 核心動作是提供客製化開發產品與安全機制，描述現有技術如 TPM2.0 和 Security Boot 的應用。Step 2: 文本呈現的是目前執行的技術方案，這些是現行的技術標準和應用。Step 3: 沒有提及未來目標或承諾。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司提供的客製化產品和安全機制。Step 2: 描述的是公司在產品開發中的安全機制與設計，屬於公司主動的行動。Step 3: 這是公司技術與產品的介紹，不涉及外部情境造成的衝擊或損失。Step 4: 判定為 0。,0,Step 1: 文本中沒有使用顯著的公關軟詞或條件式逃脫句。Step 2: 包含具體技術標準 (TPM2.0) 和技術功能 (Security Boot) 的描述。Step 3: 這些技術標準和功能可被第三方技術檢測驗證。Step 4: 沒有軟詞或避險用語，故判定為 0。
11018,"由於半導體產業為高科技行業,需擁有充沛的科技研究與跨領域研發人才,掌握多數的專業技能與就業機會,讓才能持續加入半導體產業,以持續提升青年就業能力,並培養未來員工的知識與技能,持續發展企業人力資本價值。主要驅動核心營運因素:培育未來潛在人才(員工),提升人力資本價值;發展下一世代半導體技術及材料。",0,0,0,Step 1: 核心動作是培育人才和提升未來潛在人才的能力，時間錨點涉及未來。Step 2: 這些是未來要執行的工作和期待的結果。Step 3: 描述的是未來要達成的目標和計畫。Step 4: 判定為未來，故為 0。,0,Step 1: 文本核心主詞是公司本身的行動與策略，特別是人才培育與技術發展。Step 2: 描述的是提升青年就業能力和人力資本價值，不涉及未來情境的財務衝擊或損失。Step 3: 不是單純數據揭露，也不是風險管理流程，而是策略性的人才發展。Step 4: 判定為 0。,1,Step 1: 文中出現持續提升、持續發展、培育、提升等軟詞。Step 2: 沒有具體時間、數字或可查證的行動計畫。Step 3: 青年就業能力提升及人力資本發展無法明確查證。Step 4: 由於缺乏可驗證的行動或成果，判定為 1。
11019,"【保育救傷】野生動物救傷及保育計畫暨環境遊蕩犬貓調查計畫 尊重生命、維持人與自然生態平衡是人文基金會長期追求的核心價值。與野灣的善念不謀而合,2021 年起人文基金會支持野灣,一起努力讓受傷的野生動物有醫療的資源、救治的機會。救傷工作只是野生動物保育的後端,要停止悲劇的發生,必須從教育著手,透過豐富多角度的導覽解說與講座,傳達了生命教育不單純是基於對生命的憐憫,同時也是對環境與生態的重視,更是對動物福利的認同與實踐。野灣野生動物醫院 2024 年教育宣導講座和導覽活動 134 場次,共 4,057 人次參與,自 2022 年 6 月開放至 2024 年共累計 308 場次,共 29,110 人次參與。",1,1,1,Step 1: 句中的核心動作為支持野灣的計劃與教育宣導的成績，時間錨點包括自2021年起與2022年6月至2024年。Step 2: 涉及的成果，例如講座場次和參與人次，是已發生或正在進行中的事實。Step 3: 沒有核心未來目標宣告。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司及其合作計畫。Step 2: 描述的是合作的保育救傷計畫和教育宣導活動數據。Step 3: 提供的是過去與現況的活動數據，不是未來情境衝擊或損失。Step 4: 這是主動揭露的永續教育與保育計畫資訊，判定為 0。,0,Step 1: 句中有“一起努力”等軟詞，但並非整體核心。Step 2: 提供2021年支持開始、2024年教育宣導講座和導覽活動的場次和人次等具體數據。Step 3: 活動場次和參與人次可被第三方查證。Step 4: 軟詞只是附帶修辭，整體內容明確具體，應避免過度判成 1。
11020,"本報告書由英國標準協會台灣分公司 (BSI Taiwan) 依照 AA1000 Type 1 中度保證等級進行查證,財務數據係經資誠聯合會計師事務所 (PwC Taiwan) 簽證之財務年報資料,以新台幣為計算單位;非財務資訊包含環境管理系統 (ISO 14001)、職業安全衛生管理系統 (ISO 45001)、資訊安全管理系統 (ISO 27001) 相關資訊,皆經公正第三方驗證。",0,0,1,Step 1: 核心動作是查證和簽證，時間錨點為報告書發布的現在。Step 2: 查證及簽證皆已完成，系統資訊也經第三方驗證。Step 3: 皆為已完成的動作與核實的現狀。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司本身的行動與第三方驗證，不涉及外部氣候或自然情境。Step 2: 數字和動作描述的是公司已完成的驗證和管理系統，非未來情境衝擊。Step 3: 單純是驗證和管理系統揭露，應排除為 0。Step 4: 判定為 0。,0,Step 1: 文句中未使用避險詞或條件式。Step 2: 文中提供了 AA1000 認證、PwC 簽證、ISO 認證等實質和具體的證據來源。Step 3: 有多個第三方機構進行查證與簽證，可客觀驗證。Step 4: 全文沒有使用軟詞修辭，判定為 0。
11021,"除了基本學業上的補助,為了讓學童在營養無虞情形下,得以專心學習,健康成長,我們持續推動「營養午餐飲品供應計畫」,提供台南市、高雄市、屏東縣、嘉義縣、雲林縣、台東縣、花蓮縣等下國小學校學童鮮乳和豆漿營養補給,2024 年增加南投縣國小 50 人以下營養專案,全年投入金額 16,302 仟元,共計 385 所學校 12,293 名學童受益。此外,我們投注資源於偏鄉多元才藝培力發展計畫,培養學童才藝技能,提升其自信,幫助學童看見自己的優點,從中找到未來努力的目標。而針對身障者則提供生活技能的開發與培育,使其融入社會並達到自食其力的目的。2024 年社福會獲得某公司集團贊助,投入總經費約 4,650 仟元,分別用於:偏鄉學童才藝培力計畫約 3,750 仟元,支持台南市、高雄市、屏東縣、嘉義縣、雲林縣等地共 25 間學校;以及投入約 900 仟元,支持 6 家早療團體推動西部沿海地區身障幼童黃金時間早期療育計畫。",1,1,0,Step 1: 核心動作是持續推動與提供營養補給，時間錨點主要是目前進行與2024年的未來計畫。Step 2: 部分措施如營養午餐飲品供應計畫已在進行中，但文本有未來的增加項目如2024年南投縣的專案與社福會贊助。Step 3: 混合時態，部分是現行，部分為2024年的具體計畫。Step 4: 雖然目前有部分措施已在執行，但文本的核心添加的是2024年的未來計畫，因此判定為未來，故為 0。,0,"Step 1: 主詞是公司主動推動的計畫，無外部情境因素。
Step 2: 描述的是公司主動計畫，例如營養補給、才藝培力等。
Step 3: 這些是主動揭露的企業社會責任活動，與風險或財務衝擊無關。
Step 4: 判定為 0。",0,"Step 1: 使用了“持續推動”的表述，但整體文本有清晰的數據和時間框架。Step 2: 文本具體到了2024年、投入金額16,302仟元、學校數385、學童數12,293等可查證數字。此外，也包括偏鄉才藝培力及身障者支持的經費細節。Step 3: 所有的經費與項目均有明確數據及地區分布，能被第三方查證。Step 4: 雖有軟詞，但不影響核心內容的可驗證性。"
11022,"華南金控呼應聯合國永續發展目標 (SDGs),並且整合國際永續發展趨勢、相關永續發展政策,依永續發展委員會工作小組之架構,以「公司治理」、「金融服務」、「員工培育」、「環境永續」及「社會共好」等 5 個面向於 2023 年起規劃本集團未來 5 年之永續發展目標,並透過每年定期檢視目標達成情形,滾動式修正目標內容以符合永續發展議題之趨勢,提早布局相關業務和提升企業營運體質。",1,1,0,Step 1: 時間錨點為2023年起，核心動作為規劃未來五年目標。Step 2: 核心成果為未來五年須達成的目標。Step 3: 核心在於未來目標規劃，而非已完成的內容。Step 4: 判定為未來，故為 0。,0,Step 1: 文本核心主詞是公司本身的行動，特別是針對永續發展的策略計畫。Step 2: 描述的是公司要達成的永續發展目標和相關內部流程，而非未來情境造成的衝擊。Step 3: 這是有關公司在永續發展方向的策略性規劃，不是單純數據揭露或風險管理。Step 4: 判定為 0。,0,Step 1: 包含呼應、整合、規劃、滾動式修正、提早布局等軟詞。Step 2: 有明確的時間點，2023 年起規劃未來 5 年目標，並提到每年的定期檢視。Step 3: 規劃和檢視的行動可被查證。Step 4: 內容雖有部分軟詞，但具體行動與時間的陳述覆蓋了模糊性，判定為 0。
11023,"某公司已鑑別,並以平衡和有效之量測及揭露方式公正地展現衝擊。某公司已經建立監督、量測、評估和管理衝擊之流程,從而在組織內實現更有效之決策和結果管理。以我們的專業意見而言,這份報告書涵蓋了某公司之衝擊性議題。",0,0,1,"Step 1: 句中核心動作為鑑別、展現、建立流程，和管理衝擊。時間錨點並不明顯但多處使用""已經""。Step 2: 鑑別和建立流程已經發生，為現行制度。Step 3: 核心在於已經完成的管理措施。Step 4: 判定為歷史/現狀，故為 1。",0,Step 1: 文本主詞是公司的行動，描述公司如何展現及管理衝擊。Step 2: 提及建立衝擊管理流程和報告，非未來情境造成衝擊。Step 3: 是風險管理過程，而非揭露未來的財務衝擊。Step 4: 依據主被動與排除原則，判定為 0。,0,Step 1: 使用詞彙如公正展現、實現更有效、專業意見，但無明顯避險詞或條件式逃脫。Step 2: 有明確提及建立流程來監督、量測、評估與管理衝擊。Step 3: 雖然未提供具體數字，所述流程可被第三方查證。Step 4: 沒有過度使用軟詞，故判定為 0。
11024,"本報告書相關資料由永續發展委員會之六大工作小組進行報告書編撰,由各召集委員覆核相關章節後交由永續辦公室進行彙整,並由永續辦公室最高主管核准,最終經提報董事會後核定發布。財務報表數據為經過安永聯合會計師事務所 (Ernst & Young) 簽證後所公開發表資訊,並以新臺幣為計算單位;環境相關數據之計算基準與單位,則來自於政府公開資訊;社會相關數據則涵蓋財團法人某公司教育基金會,其他量化數據單位若有其他特殊意義,將以註解方式說明。",0,0,1,Step 1: 核心動作為報告書編撰、覆核、彙整、核准及發布，涉及資料已簽證並公開發表。Step 2: 這些動作與數據都已發生且公開，目前是已完成的情況。Step 3: 沒有未來目標或承諾。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司內部流程與報告編製。Step 2: 描述的是數據編撰與核準流程，沒有揭露未來情境造成的衝擊。Step 3: 屬於一般資料揭露與報告程序說明，不涉及風險衝擊。Step 4: 判定為 0。,0,Step 1: 句中使用的詞彙如編撰、覆核、核准、核定發布，無避險軟詞或條件。Step 2: 提及財務報表經安永聯合會計師事務所簽證以及各數據來源具體，可被客觀查證。Step 3: 財務和環境數據來源清晰，經第三方會計師事務所查證。Step 4: 文中無軟詞或逃避條件，整體資訊清晰可驗證，判定為 0。
11025,"本集團嚴格遵循《上市上櫃公司治理實務守則》,依法設立由執行董事、非執行董事及獨立董事組成之董事會,透過專業分工與有效監督機制,在制定經營策略與強化公司治理的同時,兼顧股東權益保障與各利害關係人利益平衡。董事會不僅致力於優化治理結構與提升資訊透明度,更積極維護員工福祉、客戶權益、投資人關係以及供應商合作,並保持與政府機構及社會團體的良性互動,透過定期檢討與持續改善機制,實踐企業永續經營之承諾。",0,1,1,Step 1: 核心動作是遵循、設立董事會、優化治理、提升透明度，時間錨點是現在時態。Step 2: 描述的是一個現行實施的管治理與運作制度。Step 3: 沒有未來目標作為文本核心，持續改善機制也是一種現行管理行為。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司本身的行動和治理。Step 2: 描述的是公司主動制定策略和提升治理結構，並非外部情境的未來衝擊。Step 3: 沒有單純數據揭露或風險管理流程等被動因素。Step 4: 屬於企業主動發起的永續政策和治理行動，判定為 0。,1,Step 1: 包含致力於、積極維護、保持良性互動、持續改善等公關軟詞。Step 2: 文中有提到遵循《上市上櫃公司治理實務守則》，但缺乏具體的時間、數字、成果或認證。Step 3: 鮮少具體行動或成果，無法被第三方查證致力程度。Step 4: 軟詞充斥於整體陳述，缺乏硬證據，判定為 1。
11026,"身為「永續金融先行者聯盟」成員,配合國家政策增加特定產業投融資金額,包含前瞻經濟活動或行政院「台灣 2050 淨零排放路徑及策略」關鍵戰略產業,引導產業淨零轉型。各子公司積極參與主管機關永續政策訂定,並提供相關建議,以掌握各業別永續業務之發展趨勢。因應產業綠色供應鏈融資需求,企業面臨轉型資金需求,布局具潛力受碳費徵收影響之產業,支持轉型資金以創造資產收益。",0,1,0,Step 1: 核心動作為增加投融資金額、引導轉型、參與政策訂定與布局潛力產業。無明確時間錨點，涉及未來目標。Step 2: 增加投融資、引導轉型、支持轉型資金是尚未完全達成的預期行動。Step 3: 核心為未來涉及的計畫與行動。Step 4: 根據指南，判定為未來，故為 0。,0,Step 1: 文本核心主詞為公司本身和其成員資格。Step 2: 描述的是公司主動增加投融資以及參與政策訂定，沒有特定未來情境造成的損失。Step 3: 不是單純數據揭露，文本側重主動參與政策和投融資布局。Step 4: 判定為 0，屬於主動政策與參與行動。,1,"Step 1: 使用了如“積極參與”、“因應需求”、“布局具潛力”等軟詞。
Step 2: 缺乏具體數字、時間點或成果，這些軟詞或策略並未被清晰的可驗證目標或行動覆蓋。
Step 3: 文中承諾與行動大多屬於方向性陳述，缺乏第三方可查證的具體行動或效果。
Step 4: 軟詞是核心陳述，且無硬證據覆蓋，判定為 1。"
11027,"透明且及時的財務報告有助強化與投資者的溝通,並提高他們對某公司長期投資價值的信心。除定期揭露最新的財務成果,某公司更提出明確的財務量化目標,並持續達成與目標相符的財務績效;此外,致力實現永續及健康的投資報酬,不僅得以持續支持客戶發展,亦為股東提供獲利成長。民國 113 年至 118 年,某公司預期 (1) 以美元計算的營業收入年複合平均成長率 (CAGR) 將接近 20%,(2) 長期營業毛利率將達到 53% 及以上,(3) 橫跨景氣循環,平均股東權益報酬率達 25% 或以上。",1,1,0,Step 1: 句中的核心動作幾部分，包含目前揭露財務成果、提出財務目標及未來預期的成長率和報酬率。Step 2: 對於揭露部分屬於已實施中，但未來的收益成長率、毛利率、股東報酬率明顯是未來的具體目標。Step 3: 文本核心以未來目標和預期成效為主。Step 4: 根據整個文本主要圍繞在未來計畫和預期，因此判定為未來，故為 0。,0,Step 1: 文本核心主詞是公司本身的行動和財務目標。Step 2: 數字是公司預期的未來財務目標，並非描述潛在風險或衝擊。Step 3: 這是公司主動設定的財務績效目標和期望增長，不用排除。Step 4: 判定為 0。,0,Step 1: 出現了一些軟詞如致力實現永續及健康的投資報酬，但這不是核心內容。Step 2: 文中提供了具體的量化目標和時間框架，包括年複合平均成長率接近20%、營業毛利率達到53%及以上、股東權益報酬率達25%或以上，以及明確的年度範圍（113年至118年）。Step 3: 這些量化目標可以被第三方查證。Step 4: 硬證據明確覆蓋，軟詞只是附帶修辭，故判定為 0。
11028,"某公司作為本士零售業的領航者,期待藉由自身的典範與要求,敦促供應商攜手履行企業社會責任。我們參照「聯合國盟約」(UNGC)及「聯合國工商企業與人權指導原則」(UNGPs)修訂「某公司暨轉投資事業協力廠商行為準則」,並參考 ISO 20400 永續採購指南,在行為準則中要求供應商的環境、社會及治理表現(Environment, Social, Governance,簡稱 ESG),並制定供應商責任協議書,要求所有供應商皆必須簽署之「誠信經營及社會企業責任協議書」,供應商對本準則遵守情況,將作為本公司評估合作、續約之考量,以確保供應商了解並承諾遵循某公司之供應鏈管理要求。",0,1,0,Step 1: 核心動作為修訂行為準則及制定供應商責任協議書。時間錨點不明確，語氣偏向持續執行。Step 2: 文中提到的行為準則及協議書，似乎已在某一段期間內實施，但重點在與供應商的未來合作中落實和評估，期待供應商遵循。Step 3: 雖然有現行的準則，但核心在於未來對供應商的要求與承諾。Step 4: 判定為未來，故為 0。,0,Step 1: 文本核心是公司本身的行動與要求。Step 2: 描述的是公司制定行為準則和協議書的行動，不涉及未來情境造成的衝擊/曝險/損失。Step 3: 不是單純數據或風險管理，而是主動採取的政策措施。Step 4: 判定為 0。,0,Step 1: 文中有一些期待、敦促等軟詞，但不多。Step 2: 提及聯合國盟約、導則、ISO 20400指導等具體參考標準，還有供應商簽署書面協議的要求。Step 3: 這些標準和協議書的簽署可被第三方查證。Step 4: 軟詞並非核心，文本主要由具體行動和標準組成，故判定為 0。
